time,type,intersection,direction,turning_left,vehicle
1167.00,TurnGreenThrough,3,E,null,null
1167.00,TurnGreenThrough,3,W,null,null
1169.20,TurnRedLeft,1,E,null,null
1171.00,TurnGreenThrough,1,E,null,null
1172.20,TurnGreenThrough,1,W,null,null
1172.30,TurnRedLeft,5,E,null,null
1172.90,TurnGreenThrough,5,W,null,null
1177.30,TurnGreenThrough,2,E,null,null
1177.30,TurnGreenThrough,2,W,null,null
1197.60,TurnGreenThrough,3,N,null,null
1197.60,TurnRedThrough,3,W,null,null
1197.60,TurnRedThrough,3,E,null,null
1198.80,TurnGreenLeft,5,N,null,null
1198.80,TurnRedThrough,5,W,null,null
1198.80,TurnRedLeft,5,E,null,null
1198.80,TurnRedThrough,5,E,null,null
1201.20,TurnRedThrough,2,E,null,null
1201.20,TurnGreenThrough,2,N,null,null
1201.20,TurnRedThrough,2,W,null,null
1204.80,TurnGreenLeft,1,N,null,null
1204.80,TurnRedThrough,1,E,null,null
1204.80,TurnRedThrough,1,W,null,null
1211.20,TurnRedLeft,5,N,null,null
1214.80,TurnGreenThrough,5,N,null,null
1215.40,TurnRedLeft,1,N,null,null
1217.60,TurnGreenThrough,1,N,null,null
1232.50,TurnGreenThrough,5,E,null,null
1245.90,TurnRedThrough,2,N,null,null
1252.60,TurnRedThrough,5,N,null,null
1255.90,TurnRedThrough,1,N,null,null
1258.80,TurnGreenLeft,5,E,null,null
1259.80,TurnGreenLeft,1,E,null,null
1261.70,TurnRedThrough,3,N,null,null
1266.80,TurnGreenThrough,3,E,null,null
1266.80,TurnGreenThrough,3,W,null,null
1269.60,TurnRedLeft,1,E,null,null
1271.40,TurnGreenThrough,1,E,null,null
1272.20,TurnRedLeft,5,E,null,null
1272.60,TurnGreenThrough,1,W,null,null
1272.80,TurnGreenThrough,5,W,null,null
1277.40,TurnGreenThrough,2,E,null,null
1277.40,TurnGreenThrough,2,W,null,null
1297.40,TurnRedThrough,3,W,null,null
1297.40,TurnGreenThrough,3,N,null,null
1297.40,TurnRedThrough,3,E,null,null
1298.70,TurnRedLeft,5,E,null,null
1298.70,TurnRedThrough,5,W,null,null
1298.70,TurnGreenLeft,5,N,null,null
1298.70,TurnRedThrough,5,E,null,null
1301.30,TurnRedThrough,2,W,null,null
1301.30,TurnGreenThrough,2,N,null,null
1301.30,TurnRedThrough,2,E,null,null
1305.20,TurnRedThrough,1,W,null,null
1305.20,TurnGreenLeft,1,N,null,null
1305.20,TurnRedThrough,1,E,null,null
1311.10,TurnRedLeft,5,N,null,null
1314.70,TurnGreenThrough,5,N,null,null
1315.80,TurnRedLeft,1,N,null,null
1318.00,TurnGreenThrough,1,N,null,null
1332.40,TurnGreenThrough,5,E,null,null
1346.00,TurnRedThrough,2,N,null,null
1352.50,TurnRedThrough,5,N,null,null
1356.30,TurnRedThrough,1,N,null,null
1358.70,TurnGreenLeft,5,E,null,null
1360.20,TurnGreenLeft,1,E,null,null
1361.50,TurnRedThrough,3,N,null,null
1366.60,TurnGreenThrough,3,W,null,null
1366.60,TurnGreenThrough,3,E,null,null
1370.00,TurnRedLeft,1,E,null,null
1371.80,TurnGreenThrough,1,E,null,null
1372.10,TurnRedLeft,5,E,null,null
1372.70,TurnGreenThrough,5,W,null,null
1373.00,TurnGreenThrough,1,W,null,null
1377.50,TurnGreenThrough,2,W,null,null
1377.50,TurnGreenThrough,2,E,null,null
1397.20,TurnRedThrough,3,E,null,null
1397.20,TurnRedThrough,3,W,null,null
1397.20,TurnGreenThrough,3,N,null,null
1398.60,TurnRedThrough,5,W,null,null
1398.60,TurnRedThrough,5,E,null,null
1398.60,TurnGreenLeft,5,N,null,null
1398.60,TurnRedLeft,5,E,null,null
1401.40,TurnRedThrough,2,E,null,null
1401.40,TurnGreenThrough,2,N,null,null
1401.40,TurnRedThrough,2,W,null,null
1405.60,TurnGreenLeft,1,N,null,null
1405.60,TurnRedThrough,1,W,null,null
1405.60,TurnRedThrough,1,E,null,null
1411.00,TurnRedLeft,5,N,null,null
1414.60,TurnGreenThrough,5,N,null,null
1416.20,TurnRedLeft,1,N,null,null
1418.40,TurnGreenThrough,1,N,null,null
1432.30,TurnGreenThrough,5,E,null,null
1446.10,TurnRedThrough,2,N,null,null
1452.40,TurnRedThrough,5,N,null,null
1456.70,TurnRedThrough,1,N,null,null
1458.60,TurnGreenLeft,5,E,null,null
1460.60,TurnGreenLeft,1,E,null,null
1461.30,TurnRedThrough,3,N,null,null
1466.40,TurnGreenThrough,3,E,null,null
1466.40,TurnGreenThrough,3,W,null,null
1470.40,TurnRedLeft,1,E,null,null
1472.00,TurnRedLeft,5,E,null,null
1472.20,TurnGreenThrough,1,E,null,null
1472.60,TurnGreenThrough,5,W,null,null
1473.40,TurnGreenThrough,1,W,null,null
1477.60,TurnGreenThrough,2,E,null,null
1477.60,TurnGreenThrough,2,W,null,null
1497.00,TurnRedThrough,3,W,null,null
1497.00,TurnRedThrough,3,E,null,null
1497.00,TurnGreenThrough,3,N,null,null
1498.50,TurnRedThrough,5,E,null,null
1498.50,TurnGreenLeft,5,N,null,null
1498.50,TurnRedThrough,5,W,null,null
1498.50,TurnRedLeft,5,E,null,null
1510.90,TurnRedLeft,5,N,null,null
1514.50,TurnGreenThrough,5,N,null,null
1532.20,TurnGreenThrough,5,E,null,null
1552.30,TurnRedThrough,5,N,null,null
1558.50,TurnGreenLeft,5,E,null,null
1561.10,TurnRedThrough,3,N,null,null
1566.20,TurnGreenThrough,3,W,null,null
1566.20,TurnGreenThrough,3,E,null,null
1571.90,TurnRedLeft,5,E,null,null
1572.50,TurnGreenThrough,5,W,null,null
1632.10,TurnGreenThrough,5,E,null,null
